"";"datum";"temp";"temp_min";"temp_max";"nieder"
"9038";1973-09-29;10,7;8,9;14,3;0,9
"9039";1973-09-30;10,2;4,4;12,3;0,3
"9040";1973-10-01;11;9,2;15,3;0
"9041";1973-10-02;12,8;6,2;18,9;0
"9042";1973-10-03;13,8;6,8;21,2;0
"9043";1973-10-04;12,6;6,9;20,2;0
"9044";1973-10-05;12,2;5,7;19,2;0
"9045";1973-10-06;11,6;7,7;13,9;10,7
"9046";1973-10-07;14,1;11,5;17,4;0,5
"9047";1973-10-08;12,2;9;15,7;0
"9048";1973-10-09;12,2;6,5;14,3;0
"9049";1973-10-10;11,4;10;15,2;0
"9050";1973-10-11;7,7;4,6;12,4;8,7
"9051";1973-10-12;2,7;0,6;7,5;0
"9052";1973-10-13;4,9;-1,5;9;0
"9053";1973-10-14;10,4;5,4;15;1,1
"9054";1973-10-15;11,1;7,8;13,7;6,5
"9055";1973-10-16;11,9;6,2;15,6;27
"9056";1973-10-17;8;7,2;11,3;1
"9057";1973-10-18;4,4;1,2;9;0
"9058";1973-10-19;6,1;-0,7;9,5;4,2
"9059";1973-10-20;8,6;4,6;11,6;9,3
"9060";1973-10-21;9;7,1;11,7;3
"9061";1973-10-22;7,3;4,4;11;4,6
"9062";1973-10-23;9,6;5,8;12,5;1,7
"9063";1973-10-24;6;4,5;9,5;0,1
"9064";1973-10-25;3,8;-1,6;9,7;0
"9065";1973-10-26;4,5;-1,3;10,9;0
"9066";1973-10-27;3,3;-1,6;11,4;0
"9067";1973-10-28;2,2;-3,8;8,9;0
"9068";1973-10-29;6,5;-0,6;10;0
"9069";1973-10-30;6,4;0,7;8,9;0
"9070";1973-10-31;7,8;5,4;13,4;0
"9071";1973-11-01;4,3;0,6;9,2;0
"9072";1973-11-02;1,3;-0,9;6,6;0
"9073";1973-11-03;4,3;-1,6;6,7;0
"9074";1973-11-04;6,2;1,9;10,6;0
"9075";1973-11-05;9,3;4,3;12,9;9,6
"9076";1973-11-06;5,3;2,6;8,8;0
"9077";1973-11-07;4,2;1,7;8,5;0
"9078";1973-11-08;6,2;1,8;6,8;0
"9079";1973-11-09;9,4;6,3;11,4;0
"9080";1973-11-10;8,6;7,9;10,9;0
"9081";1973-11-11;6,6;4;10,4;0
"9082";1973-11-12;4,6;-0,8;8,1;1,2
"9083";1973-11-13;7,9;3,9;9,4;5,7
"9084";1973-11-14;5,5;4,2;8,9;10,3
"9085";1973-11-15;7,1;2;11,4;2,2
"9086";1973-11-16;5,4;3,5;7,2;5,3
"9087";1973-11-17;1,2;-2;6,2;0
"9088";1973-11-18;0;-4,7;6;0
"9089";1973-11-19;5,1;-3,9;8,4;0,4
"9090";1973-11-20;4,5;2,3;8,3;0
"9091";1973-11-21;1,5;-3,1;7;0
"9092";1973-11-22;0,2;-2,5;4,5;0
"9093";1973-11-23;5,9;-2,5;9,4;0
"9094";1973-11-24;8,3;6;9,6;0,5
"9095";1973-11-25;4,4;2,4;9;0,5
"9096";1973-11-26;2,4;0,1;4,7;0
"9097";1973-11-27;0,6;-1;2,1;0,1
"9098";1973-11-28;0,4;-1,3;2,2;2,7
"9099";1973-11-29;-1,4;-3,9;1,7;0,4
"9100";1973-11-30;-2,3;-8,6;-1,3;3,6
"9101";1973-12-01;-10,8;-14,1;-1,4;0,2
"9102";1973-12-02;-11,2;-15,8;-4,7;0
"9103";1973-12-03;-7,8;-15,6;-6,3;0
"9104";1973-12-04;2,2;-6,9;4;1,7
"9105";1973-12-05;4,7;2,5;5,8;0
"9106";1973-12-06;5,8;3,5;8,2;3,3
"9107";1973-12-07;4,4;2,4;5,8;5,9
"9108";1973-12-08;5,8;2,8;9,4;7
"9109";1973-12-09;-1,8;-4,4;3,1;0
"9110";1973-12-10;-4,2;-5,7;-0,7;0
"9111";1973-12-11;-2;-10,1;0,8;0,9
"9112";1973-12-12;1,3;-0,7;2,2;4,3
"9113";1973-12-13;4,9;0,1;6,2;4,8
"9114";1973-12-14;1,6;0,2;6;5,8
"9115";1973-12-15;1;-0,6;3;0,1
"9116";1973-12-16;1,3;0,2;2,1;1,7
"9117";1973-12-17;2,2;0,5;4,5;1
"9118";1973-12-18;1;-1,2;3;0
"9119";1973-12-19;-0,2;-2,9;3,1;0
"9120";1973-12-20;-0,1;-2,8;1,1;0
"9121";1973-12-21;1,2;-1;4,1;3,2
"9122";1973-12-22;5,3;0,3;6,8;1,6
"9123";1973-12-23;6,6;5,2;8,4;0,5
"9124";1973-12-24;3,1;0,6;6,1;0
"9125";1973-12-25;4,2;-1,6;5,4;0
"9126";1973-12-26;1,9;0,4;3,4;0
"9127";1973-12-27;2,5;0,5;3,3;0
"9128";1973-12-28;3,4;2,5;3,9;0
"9129";1973-12-29;1,6;-1,8;5,7;0
"9130";1973-12-30;-0,6;-2,4;-0,3;0
"9131";1973-12-31;1,3;-1,1;2,2;0
"9132";1974-01-01;-0,4;-2,9;2,6;0
"9133";1974-01-02;0,6;-2,4;1,4;0
"9134";1974-01-03;0,7;-3,3;1,5;0
"9135";1974-01-04;1,2;-0,7;1,8;0
"9136";1974-01-05;3,2;0,3;5,9;2,9
"9137";1974-01-06;2;0,4;3;7,1
"9138";1974-01-07;4,8;0,9;6;4,7
"9139";1974-01-08;4,8;2,7;7,3;3,3
"9140";1974-01-09;4,7;3,4;6,5;0
"9141";1974-01-10;4;0,9;5;1,5
"9142";1974-01-11;6,1;2,7;11,4;2,1
"9143";1974-01-12;3,8;-0,7;9,8;0
"9144";1974-01-13;4,7;0,3;6,9;0,2
"9145";1974-01-14;9,3;5,1;10,9;0,2
"9146";1974-01-15;11,7;8,9;12,4;0
"9147";1974-01-16;9,1;6,5;13;2,3
"9148";1974-01-17;5,5;3,6;10,2;0,4
"9149";1974-01-18;8,4;4,3;9,3;0,1
"9150";1974-01-19;8,6;8,1;10;0
"9151";1974-01-20;6,5;5,6;8,1;0
"9152";1974-01-21;3,7;-0,8;7,2;0
"9153";1974-01-22;2,3;0,4;3,3;5,8
"9154";1974-01-23;7,4;3,2;9,5;0,5
"9155";1974-01-24;6;4,6;8,3;1
"9156";1974-01-25;4,1;2,2;7,4;0
"9157";1974-01-26;0,9;-1,2;3,3;0
"9158";1974-01-27;3,1;0,7;8,7;0,3
"9159";1974-01-28;3,8;-2,8;5,5;0,6
"9160";1974-01-29;3,8;1,6;7;4,6
"9161";1974-01-30;2,4;-3;7,6;0,3
"9162";1974-01-31;2,7;-1,3;4,4;0,5
"9163";1974-02-01;4,6;1,9;7;1,3
"9164";1974-02-02;5,9;1,9;10,1;0
"9165";1974-02-03;5,2;0,9;8,2;0
"9166";1974-02-04;0,7;-2,7;6,2;0,6
"9167";1974-02-05;4,4;-1,4;7;17,2
"9168";1974-02-06;3,2;1,2;6,5;3,2
"9169";1974-02-07;2,6;0,1;4,9;1
"9170";1974-02-08;2,6;0,9;5,7;10,4
"9171";1974-02-09;9,3;0,3;11,5;2,1
"9172";1974-02-10;9,1;7,1;10,9;0
"9173";1974-02-11;12;3,7;15,3;0
"9174";1974-02-12;7,8;4,9;14,3;0,1
"9175";1974-02-13;6,5;-0,9;9,7;0
"9176";1974-02-14;3,8;0,7;9,1;0
"9177";1974-02-15;4,2;-3,5;9,9;0
"9178";1974-02-16;5,4;2,9;10,8;0
"9179";1974-02-17;4;-1,6;10,3;0
"9180";1974-02-18;4,7;1,7;7,2;0
"9181";1974-02-19;3,8;3,4;4,9;2
"9182";1974-02-20;2,3;1,3;3,5;0
"9183";1974-02-21;3,4;-1,8;6,4;0,5
"9184";1974-02-22;4,3;3;5;5,4
"9185";1974-02-23;4,7;3,6;7,6;0
"9186";1974-02-24;3,5;0,7;7,7;0
"9187";1974-02-25;3,2;-1,2;5,4;0
"9188";1974-02-26;1,7;0,5;3,4;0
"9189";1974-02-27;2,2;-0,2;3,5;0
"9190";1974-02-28;0,8;-2,4;6,6;0
"9191";1974-03-01;2,8;-3;7,4;2,6
"9192";1974-03-02;2,6;0,8;5,8;0,5
"9193";1974-03-03;2,8;-4,3;6,5;0
"9194";1974-03-04;3,9;0,4;6,8;6
"9195";1974-03-05;2,8;1,5;4,6;1,3
"9196";1974-03-06;3,5;1,8;4,6;0
"9197";1974-03-07;2,4;1,1;4,2;0
"9198";1974-03-08;2,6;1,3;4,2;0
"9199";1974-03-09;2,9;0,6;5,9;0
"9200";1974-03-10;3;-2,7;8,7;0
"9201";1974-03-11;4,5;-1,8;7,2;0
"9202";1974-03-12;5,6;0,3;9;11,5
"9203";1974-03-13;4,6;0,2;7,5;3,4
"9204";1974-03-14;3,6;3,3;5,3;6,9
"9205";1974-03-15;3,4;1,8;6,4;4,1
"9206";1974-03-16;6,7;0,5;11;0,7
"9207";1974-03-17;10,4;6,5;13,1;2,5
"9208";1974-03-18;10,4;6,5;16,6;2,6
"9209";1974-03-19;6,8;5,3;7,5;8,7
"9210";1974-03-20;12,2;6,3;18,2;0
"9211";1974-03-21;11,6;6,2;16,4;0
"9212";1974-03-22;10,7;6,5;16,1;0
"9213";1974-03-23;10,6;6,2;14,4;0
"9214";1974-03-24;8,4;7,9;11;0
"9215";1974-03-25;11,9;3,7;17,8;0
"9216";1974-03-26;13,5;8,1;19,1;0
"9217";1974-03-27;14;5,8;20,6;0
"9218";1974-03-28;13,6;8,9;19;0,5
"9219";1974-03-29;10,5;5,7;16,5;0
"9220";1974-03-30;12,7;2,7;18,2;0
"9221";1974-03-31;14;9,2;17,9;0
"9222";1974-04-01;12;7,7;18,3;0
"9223";1974-04-02;12,7;4,2;19,4;0
"9224";1974-04-03;13,2;5,7;19,8;0
"9225";1974-04-04;14;6,3;19,7;0
"9226";1974-04-05;12;8,2;16,8;0
"9227";1974-04-06;13;4,6;18,7;0
"9228";1974-04-07;13;6,2;19,2;0
"9229";1974-04-08;13;3,9;19,1;0
"9230";1974-04-09;12,9;2,7;21,1;0
"9231";1974-04-10;14,5;2,9;22,7;0
"9232";1974-04-11;15;4,2;22,8;0
"9233";1974-04-12;13,8;7,7;21,7;0
"9234";1974-04-13;9,2;3,9;16,5;0
"9235";1974-04-14;7,8;2,1;13;0
"9236";1974-04-15;7,3;-1,4;12,7;0
"9237";1974-04-16;5,8;1,7;10,3;0,2
"9238";1974-04-17;7,3;0,9;11,5;0
"9239";1974-04-18;7,6;2,3;13,8;0
"9240";1974-04-19;9;0,4;13,7;0
"9241";1974-04-20;9,9;-0,9;17,5;0
"9242";1974-04-21;9;5,8;13;0
"9243";1974-04-22;10,6;2;15,9;0
"9244";1974-04-23;9,5;6,9;15,2;0
"9245";1974-04-24;8,3;5,2;13,1;0
"9246";1974-04-25;6,9;3,3;12;1,3
"9247";1974-04-26;4,5;2,7;9,3;4,2
"9248";1974-04-27;8,2;2,4;11,8;0
"9249";1974-04-28;12,7;4,9;17,3;0,4
"9250";1974-04-29;12,5;9,1;16,8;4,5
"9251";1974-04-30;10,1;9,3;12;0
"9252";1974-05-01;11,6;7,8;15,3;0
"9253";1974-05-02;9,7;7,2;13,7;0,4
"9254";1974-05-03;13,3;3,5;18,6;0
"9255";1974-05-04;13,6;9,9;18,7;8,9
"9256";1974-05-05;8,1;6,9;12,3;1,6
"9257";1974-05-06;4,7;3,9;7;1
"9258";1974-05-07;6,5;3,7;8,3;0
"9259";1974-05-08;8,2;5,1;12,7;0
"9260";1974-05-09;9,7;-0,4;16,4;0
"9261";1974-05-10;12;4;16,4;0,4
"9262";1974-05-11;12,3;9,3;16,5;0,9
"9263";1974-05-12;14,8;4;21,3;0
"9264";1974-05-13;17,8;8;23,3;5,7
"9265";1974-05-14;13;9,5;17,9;3,1
"9266";1974-05-15;10,6;9,1;14,3;0
"9267";1974-05-16;13,7;5,8;19,3;0
"9268";1974-05-17;14,6;4,9;20,6;0
"9269";1974-05-18;16,5;6,3;23,6;0
"9270";1974-05-19;17,8;8,8;25,3;0
"9271";1974-05-20;16,7;9;23,4;0
"9272";1974-05-21;18;5,4;22,6;0,1
"9273";1974-05-22;12,8;10,2;18,8;1,1
"9274";1974-05-23;10,1;6,7;12,7;3
"9275";1974-05-24;11;6,7;16,1;2,1
"9276";1974-05-25;13,6;4,6;19,8;0,4
"9277";1974-05-26;14,8;3,2;19,4;0
"9278";1974-05-27;16,4;4,8;24,2;0,4
"9279";1974-05-28;14,5;10,6;20,4;3,2
"9280";1974-05-29;13,4;11,3;17,7;0
"9281";1974-05-30;15,9;5,5;21,3;9,8
"9282";1974-05-31;14,5;10,6;20,3;6,9
"9283";1974-06-01;13,3;11,2;16,7;0,1
"9284";1974-06-02;16,4;5;21,9;0
"9285";1974-06-03;18,6;8,5;26;0
"9286";1974-06-04;16,2;9,4;20,8;0
"9287";1974-06-05;17,7;5,8;24,3;1,3
"9288";1974-06-06;13,4;10,9;20,5;0,2
"9289";1974-06-07;12,9;7;18,2;0
"9290";1974-06-08;12;6,3;16,3;10,9
"9291";1974-06-09;11,4;8,8;16,8;0,3
"9292";1974-06-10;10,4;4,6;15;1,9
"9293";1974-06-11;11,8;7,8;15,7;0,5
"9294";1974-06-12;11,2;7,6;16,3;4,2
"9295";1974-06-13;12,8;3,7;15,3;3,7
"9296";1974-06-14;19;11;24;0
"9297";1974-06-15;17,6;10,1;25,1;2,3
"9298";1974-06-16;19,4;10;26;0
"9299";1974-06-17;20;11,1;27,4;6,7
"9300";1974-06-18;15,9;14,1;20,2;3
"9301";1974-06-19;17;10,8;21,4;0
"9302";1974-06-20;18,1;10,9;22;0
"9303";1974-06-21;16,8;9,3;21;0
"9304";1974-06-22;17,9;6,1;24,1;0
"9305";1974-06-23;21,5;11,3;26,4;0,5
"9306";1974-06-24;18;15,3;21,9;0
"9307";1974-06-25;19;12,9;25,2;0
"9308";1974-06-26;20;12;25,7;2,5
"9309";1974-06-27;15,8;14;20,3;8,9
"9310";1974-06-28;15;13,4;19,7;8,5
"9311";1974-06-29;15,7;10,3;19,5;5,3
"9312";1974-06-30;18;13,3;20,7;0,3
"9313";1974-07-01;17,6;15,3;22,7;2,7
"9314";1974-07-02;17;11,1;22,7;0,1
"9315";1974-07-03;14,6;8,2;20;14,8
"9316";1974-07-04;14,5;8,7;18,7;0
"9317";1974-07-05;19;13,3;22,6;0
"9318";1974-07-06;15,2;12,2;20;4,6
"9319";1974-07-07;13,1;10,4;16,8;0
"9320";1974-07-08;16,8;5,5;22,1;0
"9321";1974-07-09;18,8;13,4;24,3;2,3
"9322";1974-07-10;18,9;12,9;23;1,1
"9323";1974-07-11;17,2;13,9;20,1;6,7
"9324";1974-07-12;16,3;12,1;21,2;0
"9325";1974-07-13;17,4;11,6;19,4;6,3
"9326";1974-07-14;15,5;14,5;18,8;1,3
"9327";1974-07-15;17,9;9;23,1;0,4
"9328";1974-07-16;16,7;13,8;21,6;0,5
"9329";1974-07-17;16,8;13,9;21,4;0,5
"9330";1974-07-18;13,5;10,8;15,5;2,2
"9331";1974-07-19;15,9;11,1;19,5;0
"9332";1974-07-20;13,3;7,9;15,9;11,5
"9333";1974-07-21;14,8;13;19,2;0
"9334";1974-07-22;18,4;8,7;23,9;0
"9335";1974-07-23;18,1;12,7;24,3;3
"9336";1974-07-24;14;12;19,1;11,5
"9337";1974-07-25;13,6;11;19;0,3
"9338";1974-07-26;15,6;7,1;20,5;0
"9339";1974-07-27;18,9;11,3;24,4;0
"9340";1974-07-28;19,6;11,1;25,5;0
"9341";1974-07-29;21,6;12,2;28;0
"9342";1974-07-30;21,3;17,5;28,5;0
"9343";1974-07-31;22,4;12,2;29,6;0
"9344";1974-08-01;22,1;12,4;29,8;0
"9345";1974-08-02;22,4;12,7;29,4;0
"9346";1974-08-03;22,7;15,1;29,3;0
"9347";1974-08-04;22,6;17,9;30,6;1,1
"9348";1974-08-05;16,2;14,7;20,4;1,7
"9349";1974-08-06;16,4;12,9;21,9;0
"9350";1974-08-07;18,7;7,8;25,2;0
"9351";1974-08-08;17,3;13,5;23,3;0,6
"9352";1974-08-09;15,7;14,1;22,3;6,1
"9353";1974-08-10;15,2;12,9;23,2;10,9
"9354";1974-08-11;15;11,3;16,2;4,1
"9355";1974-08-12;17,4;9,9;21;0,4
"9356";1974-08-13;21;15,6;26,8;0
"9357";1974-08-14;24,3;14,5;32,3;0
"9358";1974-08-15;23,6;17;34,2;0
"9359";1974-08-16;26,3;15,3;35,2;0
"9360";1974-08-17;21,6;16,3;30,8;4,9
"9361";1974-08-18;16,9;12,9;19;7,8
"9362";1974-08-19;14,2;12,9;17,5;2
"9363";1974-08-20;15,2;11,4;18,6;0
"9364";1974-08-21;16,4;10,3;21;0
"9365";1974-08-22;16,9;9,7;22,7;0
"9366";1974-08-23;18,1;10,8;23,8;0
"9367";1974-08-24;17,1;9,9;25;0
"9368";1974-08-25;18,2;9,6;26,6;0
"9369";1974-08-26;19,6;11,6;25,5;0
"9370";1974-08-27;16,5;15,5;20,2;0
"9371";1974-08-28;14,8;9,4;18;0
"9372";1974-08-29;17,7;13,6;24,4;0
"9373";1974-08-30;20,8;13,3;27,8;0
"9374";1974-08-31;19,1;12,3;26;8,3
"9375";1974-09-01;15,6;12;20,8;1,3
"9376";1974-09-02;17,8;10,6;24,2;1,8
"9377";1974-09-03;13,8;12,3;18,1;0,2
"9378";1974-09-04;15,2;11,1;18,4;0,5
"9379";1974-09-05;20,3;14,9;24;0
"9380";1974-09-06;14,2;12,7;21,1;6,7
"9381";1974-09-07;16,2;9,7;20,2;0
"9382";1974-09-08;16,3;10,7;21;0
"9383";1974-09-09;16,3;9,2;25,9;4,6
"9384";1974-09-10;13,8;9,5;19,8;0
"9385";1974-09-11;15;7,8;22,2;0
"9386";1974-09-12;17,7;8,8;26;0
"9387";1974-09-13;20,6;11,5;27,6;0
"9388";1974-09-14;18,8;12,5;24,7;0
"9389";1974-09-15;19,8;11,2;26;0,1
"9390";1974-09-16;19,6;15,9;25,8;0
"9391";1974-09-17;19,3;13;26,5;0
"9392";1974-09-18;16,6;13,8;21,3;3,1
"9393";1974-09-19;14,4;10,8;19,3;0
"9394";1974-09-20;12;4,8;18,1;0
"9395";1974-09-21;11,7;2,2;18,5;0,1
"9396";1974-09-22;11,5;9,5;17;0
"9397";1974-09-23;10,1;4,4;16,1;6,6
"9398";1974-09-24;12;9,3;14,6;0,1
"9399";1974-09-25;7,9;6;11,5;14,4
"9400";1974-09-26;9,8;6;14,4;0,7
"9401";1974-09-27;12,3;5,1;15;5,3
"9402";1974-09-28;11;9,2;15;0
"9403";1974-09-29;8,6;5;12,5;5,6
"9404";1974-09-30;7,7;4,4;11,9;1,1
"9405";1974-10-01;7,2;5,1;9,3;3,9
"9406";1974-10-02;7,1;5,5;10,7;0,1
"9407";1974-10-03;4,7;-0,6;7,7;4
"9408";1974-10-04;7,8;4,4;9,1;0,2
"9409";1974-10-05;8,4;6,2;10,5;0,5
"9410";1974-10-06;8,3;6,2;11,3;0,7
"9411";1974-10-07;6,9;6,2;9,8;5,4
"9412";1974-10-08;6,6;4,2;9,3;5
"9413";1974-10-09;7;4;8,4;0,7
"9414";1974-10-10;8;6,1;11,8;0,1
"9415";1974-10-11;7,5;2,7;10,5;0,7
"9416";1974-10-12;6,7;3,2;10;1
"9417";1974-10-13;6,4;3,7;9,3;8,1
"9418";1974-10-14;6,5;3,7;8,1;1,9
"9419";1974-10-15;6,2;4,2;9,2;7,8
"9420";1974-10-16;5,8;3;10,8;0
"9421";1974-10-17;3,5;-1,3;6,6;0
"9422";1974-10-18;3,8;-0,6;5,3;5,6
"9423";1974-10-19;6,4;3,7;10,5;10,6
"9424";1974-10-20;5,5;3;7,4;6
"9425";1974-10-21;4,2;0,8;6,9;0
"9426";1974-10-22;6;2,7;8,6;9,4
"9427";1974-10-23;9,5;5,3;11,4;1,5
"9428";1974-10-24;8,6;7,9;10,4;0,4
"9429";1974-10-25;7,2;6,5;9;2
"9430";1974-10-26;5,6;4,7;8,1;2,3
"9431";1974-10-27;7,5;3,8;10,5;7,6
"9432";1974-10-28;5,7;4,7;7,3;1,5
"9433";1974-10-29;4,5;2,7;8;0,5
"9434";1974-10-30;3,2;-0,3;7,8;5,4
"9435";1974-10-31;2,4;1,1;5,4;0,6
"9436";1974-11-01;3,9;-0,2;7,5;0,5
"9437";1974-11-02;4,6;0,8;6,1;0,1
"9438";1974-11-03;4,9;2,3;7,9;0,7
"9439";1974-11-04;5,2;3,2;7;0,1
"9440";1974-11-05;4,2;3,6;6;0
"9441";1974-11-06;1;-2,5;5,3;0
"9442";1974-11-07;0,4;-3,3;6,7;0
"9443";1974-11-08;-0,8;-3,7;-0,3;0
"9444";1974-11-09;2,6;-1,2;4,2;3
"9445";1974-11-10;6,8;3,7;9,6;4,4
"9446";1974-11-11;5,4;2,5;8,6;1,7
"9447";1974-11-12;6,7;1,9;9;1,1
"9448";1974-11-13;7,4;3,5;10,2;0
"9449";1974-11-14;9,2;1;13,8;0
"9450";1974-11-15;12,8;4,3;16,4;0
"9451";1974-11-16;9,8;5,9;13,8;0,4
"9452";1974-11-17;6,6;3,2;12,8;0
"9453";1974-11-18;9,4;2,4;13,6;6,7
"9454";1974-11-19;6;4,7;9,5;0,3
"9455";1974-11-20;4,2;-1,5;6,7;0,8
"9456";1974-11-21;6,4;3,3;7,5;0,6
"9457";1974-11-22;7,9;3,7;9,9;13
"9458";1974-11-23;9,6;8;12;0
"9459";1974-11-24;7,2;4,9;8,5;4
"9460";1974-11-25;5,8;4,9;8,2;1,3
"9461";1974-11-26;4,3;2,8;5,5;0,4
"9462";1974-11-27;4,4;-2,6;7,3;5
"9463";1974-11-28;4,8;3;8,2;4,2
"9464";1974-11-29;4,7;3,4;6,7;0,4
"9465";1974-11-30;4;2,6;4,8;9
"9466";1974-12-01;7,6;3,7;8,7;0
"9467";1974-12-02;11;7,6;12;0
"9468";1974-12-03;10,2;9,4;11,3;0
"9469";1974-12-04;7,8;6,5;9,7;0,3
"9470";1974-12-05;4,8;4,4;7,9;1,9
"9471";1974-12-06;6,8;3,2;7,2;0,4
"9472";1974-12-07;8,4;6,5;9,8;1,5
"9473";1974-12-08;10;8,3;11,5;10,1
"9474";1974-12-09;8,3;7,4;9,8;2,2
"9475";1974-12-10;4,2;2,6;7,4;0,4
"9476";1974-12-11;3,3;0,2;4,6;6,2
"9477";1974-12-12;1,1;-0,3;4,3;6,7
"9478";1974-12-13;0,6;-2,6;3;0
"9479";1974-12-14;0,6;-3,1;1,5;1,5
"9480";1974-12-15;3,8;0,5;5,2;0
"9481";1974-12-16;4,1;-1,3;6;5
"9482";1974-12-17;6,5;4,2;9,4;11,8
"9483";1974-12-18;4;1,6;5,7;3,4
"9484";1974-12-19;4,6;1,2;6,1;0
"9485";1974-12-20;7,3;4,9;8,3;0
"9486";1974-12-21;4,5;2,9;6,9;0
"9487";1974-12-22;2,1;0,9;4,8;0
"9488";1974-12-23;3,6;0,5;9;0
"9489";1974-12-24;3,4;-3;6,6;1,4
"9490";1974-12-25;6,6;3,4;7,6;4,2
"9491";1974-12-26;10,8;7,1;13,7;0,4
"9492";1974-12-27;8,7;6,7;10,5;7,7
"9493";1974-12-28;12,1;6,4;14,1;0,6
"9494";1974-12-29;10,1;8;13,5;2,7
"9495";1974-12-30;4,1;2,8;8,2;0
"9496";1974-12-31;2,5;0,6;3,5;5,5
"9497";1975-01-01;5,6;2,3;6,7;0
"9498";1975-01-02;6,4;4,1;7,9;0
"9499";1975-01-03;2,5;-0,5;6,6;0
"9500";1975-01-04;4,2;1,4;5,2;0
"9501";1975-01-05;4,6;2,2;5,4;0
"9502";1975-01-06;5,8;4,3;6,9;0,1
"9503";1975-01-07;4,8;3,2;6,6;10,5
"9504";1975-01-08;2,4;-0,3;6,3;0
"9505";1975-01-09;1,4;-4,1;3,1;0
"9506";1975-01-10;4,7;2;6;0
"9507";1975-01-11;5,6;-1,5;7,9;0
"9508";1975-01-12;6,2;4,6;8,9;0,2
"9509";1975-01-13;5,6;1,3;10,5;0
"9510";1975-01-14;3,3;-2,3;8,6;0
"9511";1975-01-15;3,4;-0,8;9,2;0
"9512";1975-01-16;3,8;-0,7;5,6;0
"9513";1975-01-17;8,2;2,3;10,6;7,6
"9514";1975-01-18;7,5;6,8;9,5;2,5
"9515";1975-01-19;5,8;4,2;7,4;0,1
"9516";1975-01-20;2,2;-3,2;5,2;0,2
"9517";1975-01-21;5,4;0,9;7,3;0,1
"9518";1975-01-22;5,4;1,1;7,5;3,1
"9519";1975-01-23;6,6;4,6;7,5;3,6
"9520";1975-01-24;5,4;3,3;9,3;0,3
"9521";1975-01-25;7;2,6;9;8,9
"9522";1975-01-26;2,6;-0,3;8,3;0,2
"9523";1975-01-27;4,2;-3,6;7;10,9
"9524";1975-01-28;3,6;2,3;6,6;15,5
"9525";1975-01-29;5,2;0,5;7,3;6,2
"9526";1975-01-30;9,1;5,2;11,4;0,2
"9527";1975-01-31;9,4;6,6;12,6;3,5
"9528";1975-02-01;3,9;2,2;8,6;2,2
"9529";1975-02-02;2,6;-3,4;5;0
"9530";1975-02-03;3,9;1,6;7,3;0
"9531";1975-02-04;3,1;1,2;6,3;0
"9532";1975-02-05;1,9;-1,8;6,5;0
"9533";1975-02-06;1;-1,5;6,9;0
"9534";1975-02-07;0;-3,7;8,5;0
"9535";1975-02-08;0,9;-2,5;5,5;0
"9536";1975-02-09;0,2;-3,9;7,5;0
"9537";1975-02-10;-1;-5,7;4;0
"9538";1975-02-11;3;-2,7;9;0,4
"9539";1975-02-12;7,6;1,2;11,7;0
"9540";1975-02-13;5,8;1,4;9,6;2,7
"9541";1975-02-14;3,9;1,2;6,5;0,1
"9542";1975-02-15;2;0,9;4,5;0
"9543";1975-02-16;-0,7;-3,2;4;0
"9544";1975-02-17;1,3;-5,9;5;0,2
"9545";1975-02-18;5,5;1,3;8;9
"9546";1975-02-19;3;1,9;6,3;4,7
"9547";1975-02-20;1,9;0;6,2;0
"9548";1975-02-21;1,7;-2,7;7,2;0
"9549";1975-02-22;0;-5,2;7;0
"9550";1975-02-23;0,4;-4,3;8,5;0
"9551";1975-02-24;4,3;-4;8,3;0
"9552";1975-02-25;3;1,2;7,3;0
"9553";1975-02-26;4,6;-0,8;9,9;0
"9554";1975-02-27;2,3;-3,8;10,4;0
"9555";1975-02-28;2,1;-5;11,7;0
"9556";1975-03-01;3,1;-2,7;12,3;0
"9557";1975-03-02;7,6;-2,7;13,8;2,9
"9558";1975-03-03;10,1;4,9;14,5;0,1
"9559";1975-03-04;8,5;4,5;13;0
"9560";1975-03-05;7,9;1,8;12,6;0,6
"9561";1975-03-06;6,8;1,1;10,6;0
"9562";1975-03-07;7,4;1,5;11,5;6,4
"9563";1975-03-08;8,8;4,8;11,9;0
"9564";1975-03-09;8,1;3,1;13;0
"9565";1975-03-10;6;5,1;8,3;9,9
"9566";1975-03-11;7,6;4,3;9,7;0
"9567";1975-03-12;7,7;6,4;9,4;0,2
"9568";1975-03-13;6,2;4,6;8,3;2,1
"9569";1975-03-14;4,6;3,2;6,8;0,4
"9570";1975-03-15;5,7;1,6;7,5;0,5
"9571";1975-03-16;3,6;1,9;5,5;1,6
"9572";1975-03-17;0,4;-2,9;4,2;0,7
"9573";1975-03-18;1,4;-0,6;2;1,1
"9574";1975-03-19;2,4;-0,1;7,2;14,4
"9575";1975-03-20;3,2;-0,8;5,8;0
"9576";1975-03-21;4,6;2,7;9,8;0
"9577";1975-03-22;3,3;-2,7;9,2;0
"9578";1975-03-23;4;-3;9,1;0
"9579";1975-03-24;2;-4,2;7,3;1,9
"9580";1975-03-25;2,4;-0,2;5,5;0,2
"9581";1975-03-26;4,2;1,2;7,6;5,7
"9582";1975-03-27;4,3;0,4;7,1;6,6
"9583";1975-03-28;3,2;1,8;7,8;0
"9584";1975-03-29;2;-2,3;7,5;0
"9585";1975-03-30;1,5;-3,3;7,6;0
