"";"datum";"temp";"temp_min";"temp_max";"nieder"
"1";1949-01-01;6,6;1,5;9,2;4,3
"2";1949-01-02;2,4;0,5;7,1;2,3
"3";1949-01-03;2;0,1;5;0,1
"4";1949-01-04;2,4;-1,6;3,7;0
"5";1949-01-05;3,5;1,6;5,3;0
"6";1949-01-06;4,2;3;5,9;0
"7";1949-01-07;-0,3;-1,2;4;1
"8";1949-01-08;-0,3;-2,5;0,6;0,6
"9";1949-01-09;1,3;-1,7;3,3;1
"10";1949-01-10;-1,5;-3,8;1,8;0
"11";1949-01-11;-1,5;-5,3;-0,2;0,6
"12";1949-01-12;0,8;-0,5;3,1;1,6
"13";1949-01-13;0,4;-1,8;3,4;0
"14";1949-01-14;1;-1;1,6;0,9
"15";1949-01-15;3,8;1,3;5,8;0,1
"16";1949-01-16;5,6;0,9;8,2;1,4
"17";1949-01-17;6,6;4,4;7,6;3,9
"18";1949-01-18;7,4;6,1;9,2;0,2
"19";1949-01-19;8,6;5,9;10,7;0
"20";1949-01-20;6,4;4,7;8,4;0,9
"21";1949-01-21;6;3,6;7,3;2,7
"22";1949-01-22;3,6;1,2;6,1;0
"23";1949-01-23;-1,6;-4;3;0
"24";1949-01-24;-2;-6;3,2;0
"25";1949-01-25;-0,2;-4,1;5,3;0
"26";1949-01-26;-0,6;-4,5;5,3;0
"27";1949-01-27;0;-3,4;4,7;0
"28";1949-01-28;-4,1;-6,3;-0,5;0
"29";1949-01-29;-4,9;-6;-3,4;0
"30";1949-01-30;-3,6;-6,3;-1,5;0
"31";1949-01-31;2,6;-4;4,9;0,3
"32";1949-02-01;-0,2;-2,4;3,2;0
"33";1949-02-02;-4,1;-6,2;-0,2;0
"34";1949-02-03;-5,3;-10,2;0,3;0
"35";1949-02-04;-3,7;-10;4,2;0
"36";1949-02-05;-2,1;-10,7;2;0
"37";1949-02-06;-0,2;-3,3;2,5;0
"38";1949-02-07;-3,3;-9,8;-1;0
"39";1949-02-08;0,4;-3,3;2;0,7
"40";1949-02-09;5;-0,2;10,4;3,9
"41";1949-02-10;4,1;1;6,6;0
"42";1949-02-11;1,8;-1;7;0
"43";1949-02-12;0,2;-4,3;3,7;0,2
"44";1949-02-13;0,7;-1,6;5,5;0
"45";1949-02-14;-1,1;-4,7;0,5;0,1
"46";1949-02-15;2,1;-0,9;3,4;0
"47";1949-02-16;4,7;2;6,2;0
"48";1949-02-17;1,9;-2,5;10,5;0
"49";1949-02-18;0,3;-2,2;4,3;0
"50";1949-02-19;-0,9;-3,5;1,3;0
"51";1949-02-20;2,6;-4,1;9,8;0
"52";1949-02-21;2,6;-2,6;11,6;1,4
"53";1949-02-22;4,2;-1,7;11;0
"54";1949-02-23;7,3;-1,3;11,4;0
"55";1949-02-24;8;6,3;10,8;8,5
"56";1949-02-25;4,7;-1,5;8;0
"57";1949-02-26;4,5;1,6;6,7;0
"58";1949-02-27;3,6;0,6;8;2,1
"59";1949-02-28;1,6;-0,4;6,2;0
"60";1949-03-01;2,4;-1,1;6,8;0
"61";1949-03-02;-2;-3,9;1,2;5,1
"62";1949-03-03;-2;-6,6;1,2;0
"63";1949-03-04;-4,6;-9,6;0,1;0
"64";1949-03-05;-4,3;-10;-0,1;0
"65";1949-03-06;-3,4;-6,7;-0,7;0
"66";1949-03-07;-2,4;-5,5;0,5;0
"67";1949-03-08;-1,8;-7,5;2,5;0
"68";1949-03-09;1,4;-5,5;6,1;0
"69";1949-03-10;3,5;1;5,7;7,2
"70";1949-03-11;4,8;2,2;6,4;0
"71";1949-03-12;7,1;2,6;11,4;0
"72";1949-03-13;7;2,4;8,8;1,5
"73";1949-03-14;8,9;6;10,6;9,8
"74";1949-03-15;4,2;2;9;0,1
"75";1949-03-16;4,5;1,1;5,9;3,8
"76";1949-03-17;4,5;0,6;6,3;3,4
"77";1949-03-18;4,4;2,5;6,4;0
"78";1949-03-19;0,6;-1,5;3,6;0
"79";1949-03-20;-0,3;-3,3;4,6;0
"80";1949-03-21;0;-6,2;6,9;0
"81";1949-03-22;3,5;-4,4;9,6;0
"82";1949-03-23;6,6;-2;13,4;0
"83";1949-03-24;9,1;3,2;17,4;0
"84";1949-03-25;8;2,6;16,6;0
"85";1949-03-26;8,6;0,2;18,6;0
"86";1949-03-27;13;7,2;19,5;0
"87";1949-03-28;13,6;6,7;21,5;0
"88";1949-03-29;13,8;6,6;21,7;0
"89";1949-03-30;12,6;5,6;21,7;0
"90";1949-03-31;11,2;2;19,4;0
"91";1949-04-01;11,4;1,2;19;0
"92";1949-04-02;12;5,2;21,2;0
"93";1949-04-03;12,5;6,9;16,5;0
"94";1949-04-04;16,2;7,2;21,8;0,4
"95";1949-04-05;13,4;9;17,7;1,6
"96";1949-04-06;15,1;9,6;18,3;3,1
"97";1949-04-07;7;4;15,6;1,8
"98";1949-04-08;4,9;2;9,7;0
"99";1949-04-09;3,8;-0,2;7;0,6
"100";1949-04-10;6,1;0,7;11,7;0
"101";1949-04-11;12,6;2,5;19;0
"102";1949-04-12;12,9;9,8;15;3,3
"103";1949-04-13;15,9;11,4;24,1;0
"104";1949-04-14;13,7;7;20,6;0
"105";1949-04-15;15,4;8,1;24;0
"106";1949-04-16;17,4;8,4;24,5;0
"107";1949-04-17;17,6;7,3;27,4;0
"108";1949-04-18;20,8;9,4;30,3;0
"109";1949-04-19;15,7;12,6;20,4;0
"110";1949-04-20;12;9;16;0
"111";1949-04-21;15,3;4,1;23,2;0
"112";1949-04-22;10,5;8,2;16,4;0,1
"113";1949-04-23;11,2;0,5;18,3;0
"114";1949-04-24;14,7;3,9;24,4;0
"115";1949-04-25;14,2;7,9;26,3;5
"116";1949-04-26;7,7;5;11,6;1,2
"117";1949-04-27;10,8;4,7;13,3;0
"118";1949-04-28;12,6;8,9;17;0
"119";1949-04-29;12,3;7,1;19,1;1
"120";1949-04-30;8,4;2,3;11,4;0
"121";1949-05-01;10,6;3,7;14,7;0
"122";1949-05-02;14,6;5,7;19,5;0
"123";1949-05-03;18,1;10,7;25,5;0
"124";1949-05-04;19,1;11,9;25,7;1,3
"125";1949-05-05;17;10,6;20,3;0
"126";1949-05-06;11,6;8,2;17,6;1,2
"127";1949-05-07;11,2;6,6;15,2;0
"128";1949-05-08;9,3;1,8;12,9;0
"129";1949-05-09;6,4;3,4;10,1;1,1
"130";1949-05-10;7,3;0,7;12;0
"131";1949-05-11;9,7;-1,7;14,6;0
"132";1949-05-12;12,7;7;16,2;0
"133";1949-05-13;14,2;10,8;16,7;0,7
"134";1949-05-14;13,2;9;18;0,7
"135";1949-05-15;11;8,2;13,4;16,1
"136";1949-05-16;13,6;7,6;19,6;1,7
"137";1949-05-17;14,9;12,3;21,9;3,4
"138";1949-05-18;16,4;10,5;17,7;0
"139";1949-05-19;14,8;10,2;20;27,8
"140";1949-05-20;15,5;13,1;18,1;0,9
"141";1949-05-21;16,2;11,8;20,2;0
"142";1949-05-22;15,8;12,5;18,9;0
"143";1949-05-23;16,7;11,6;21,6;0
"144";1949-05-24;14,1;10,2;18,8;5,9
"145";1949-05-25;13;8,4;17,5;0
"146";1949-05-26;13,9;8,4;17,5;4,2
"147";1949-05-27;14;8,3;18,3;0
"148";1949-05-28;17,6;4;24,8;2,4
"149";1949-05-29;16,7;9,7;25;7,1
"150";1949-05-30;17,2;11,7;19,9;2,7
"151";1949-05-31;12,9;11,2;17,3;1,8
"152";1949-06-01;14,6;5,5;19,2;0
"153";1949-06-02;14,6;9,8;19,6;2,5
"154";1949-06-03;16,2;10,3;20,6;5
"155";1949-06-04;14,5;10,5;19,5;5,3
"156";1949-06-05;13,9;8;18,4;0
"157";1949-06-06;16,8;6;22,1;0
"158";1949-06-07;21,5;9,8;28,7;0
"159";1949-06-08;21,3;16,4;26,6;0,4
"160";1949-06-09;19,3;16,6;23,5;0,5
"161";1949-06-10;16;14,5;19,3;0
"162";1949-06-11;15,5;7,1;21,2;0,7
"163";1949-06-12;13,4;11,3;18,3;0
"164";1949-06-13;17,8;6;22,1;0
"165";1949-06-14;14,4;11,2;21,3;0,1
"166";1949-06-15;12,5;6,4;17,8;0
"167";1949-06-16;11,2;6;16,3;0
"168";1949-06-17;11,9;2,8;15,2;0
"169";1949-06-18;12,3;9,5;14,3;0
"170";1949-06-19;14,2;4,7;17,8;0
"171";1949-06-20;17,8;12,2;22,8;0
"172";1949-06-21;18,6;11,8;23,3;0
"173";1949-06-22;16,6;10,3;20,9;0
"174";1949-06-23;14,1;6;17,4;0
"175";1949-06-24;13,3;8;18,4;0
"176";1949-06-25;16;3,7;21,7;0
"177";1949-06-26;17,1;9,3;23,2;0
"178";1949-06-27;18,3;7;24,4;0
"179";1949-06-28;19,2;8,7;28,6;0
"180";1949-06-29;19,8;10,1;26,3;0
"181";1949-06-30;17,6;11,9;27,1;0
"182";1949-07-01;18,4;12;25,3;0
"183";1949-07-02;16,7;10,4;22,6;0
"184";1949-07-03;19,7;8,3;26,4;0
"185";1949-07-04;22;11;28;0
"186";1949-07-05;18,8;12,1;29,3;1,5
"187";1949-07-06;14,8;9,4;19,4;0
"188";1949-07-07;15,6;6,4;20;0
"189";1949-07-08;18,8;8,6;23,1;0
"190";1949-07-09;20,6;12,5;26,1;0
"191";1949-07-10;21,6;13,3;27,8;0
"192";1949-07-11;21,6;13,8;28;0
"193";1949-07-12;24,6;14,8;30,7;0
"194";1949-07-13;26,8;14,7;34,5;0
"195";1949-07-14;23,8;18,8;30;0
"196";1949-07-15;23,8;13,6;30,7;0
"197";1949-07-16;21,6;16,1;28,8;1,6
"198";1949-07-17;21,7;13,5;28,1;0
"199";1949-07-18;20,5;13,3;26;0
"200";1949-07-19;15,7;14,2;19;0
"201";1949-07-20;16,4;12;22;0
"202";1949-07-21;17,8;7,8;23,5;0
"203";1949-07-22;19,6;11;25,3;0
"204";1949-07-23;21;13,7;26,4;0
"205";1949-07-24;22,8;11,6;28,7;0
"206";1949-07-25;23;13,2;30,2;0
"207";1949-07-26;24;12,8;31,9;0
"208";1949-07-27;24,6;16,5;30,1;0
"209";1949-07-28;23,8;15,7;30,9;0
"210";1949-07-29;21;11,7;25,7;0
"211";1949-07-30;19;11,3;24,2;0
"212";1949-07-31;23,4;12,6;29,6;0
"213";1949-08-01;23,1;17,8;30,5;0
"214";1949-08-02;19,8;13,5;29,6;13,3
"215";1949-08-03;15,5;14,5;19,2;0,8
"216";1949-08-04;15,6;9,8;21,4;0
"217";1949-08-05;17,6;6,9;25,3;0
"218";1949-08-06;23;12,6;31,3;0
"219";1949-08-07;24;16,6;30,8;0
"220";1949-08-08;24,9;15,9;33,9;36
"221";1949-08-09;18,6;17;23,3;8,2
"222";1949-08-10;18;13;22,1;0
"223";1949-08-11;12,9;11;16,6;6
"224";1949-08-12;14,6;9,7;17,8;0
"225";1949-08-13;14,4;8,7;20,5;0
"226";1949-08-14;16,2;7;23,3;0
"227";1949-08-15;19,2;9,7;26;0
"228";1949-08-16;21,8;13,2;28,2;0
"229";1949-08-17;15,5;13,3;21,8;0
"230";1949-08-18;14,7;8,8;18,9;0
"231";1949-08-19;13,6;6,1;18,1;1,2
"232";1949-08-20;17,6;12;21,2;0
"233";1949-08-21;17,4;10,3;23,7;0
"234";1949-08-22;20,1;10,2;29,1;0
"235";1949-08-23;21;11,3;29,7;0
"236";1949-08-24;19;16,1;21,5;7,2
"237";1949-08-25;19,8;14,4;25,3;4,7
"238";1949-08-26;21,1;14,4;27;0,2
"239";1949-08-27;20,7;16,3;26,5;7,9
"240";1949-08-28;20,3;15,5;25;0
"241";1949-08-29;19,2;17,2;21,7;0
"242";1949-08-30;18,2;13,2;24,8;0
"243";1949-08-31;20,8;13,4;28,2;1,5
"244";1949-09-01;21,4;17;28,6;5,5
"245";1949-09-02;20,1;15,8;24,5;0
"246";1949-09-03;21,1;14,4;28,2;0
"247";1949-09-04;22,6;15;30,9;0
"248";1949-09-05;23,1;17,8;31,5;0
"249";1949-09-06;24,5;16,2;32,6;0,9
"250";1949-09-07;18,8;16,8;23,8;15,5
"251";1949-09-08;16,4;13,8;20,2;0,1
"252";1949-09-09;16,1;12,8;22,4;0
"253";1949-09-10;15,6;10,3;22,4;0
"254";1949-09-11;16,8;12,1;24;0
"255";1949-09-12;18;11,2;25,1;0
"256";1949-09-13;19;10,9;25,8;10,3
"257";1949-09-14;17,3;14,3;21,6;2,5
"258";1949-09-15;17,3;12,6;22,8;4,3
"259";1949-09-16;16,1;12,8;20,6;0,4
"260";1949-09-17;13,2;9,4;17,6;1,2
"261";1949-09-18;13,4;7,9;19,7;0
"262";1949-09-19;13,1;7;19,5;0
"263";1949-09-20;13,6;8,6;19,7;0
"264";1949-09-21;13,9;9,7;16,7;0,2
"265";1949-09-22;18,4;12,1;23,8;0
"266";1949-09-23;20,5;15,7;26,2;0
"267";1949-09-24;20,2;14,5;25,7;0
"268";1949-09-25;18;13,4;24,5;0
"269";1949-09-26;18,6;9,9;25,6;0
"270";1949-09-27;16,6;11,8;23,7;0
"271";1949-09-28;15,9;10,5;22,8;0
"272";1949-09-29;14,1;7,9;22,6;0
"273";1949-09-30;14,2;7,8;22,6;0
"274";1949-10-01;14,3;8,6;21;0
"275";1949-10-02;12,8;7,7;18,5;0
"276";1949-10-03;13,9;3;20,3;0
"277";1949-10-04;14,4;12;20;0
"278";1949-10-05;13,2;7,5;20,6;0
"279";1949-10-06;12,4;7,3;19,3;0
"280";1949-10-07;13,4;7,4;19,2;0
"281";1949-10-08;13,5;8,8;22,1;0
"282";1949-10-09;11,8;5;17,1;2,6
"283";1949-10-10;13,4;10,7;18,2;0
"284";1949-10-11;12,1;7,6;19,2;0,6
"285";1949-10-12;13,3;8,5;17,7;7
"286";1949-10-13;13,3;11,8;18,2;0
"287";1949-10-14;12,9;7,2;20,1;0
"288";1949-10-15;11;6,2;12,2;0
"289";1949-10-16;12;9,6;17,4;0
"290";1949-10-17;12,1;8,2;14,9;1,1
"291";1949-10-18;11,4;6;15,7;0
"292";1949-10-19;13,3;6;17,8;2,1
"293";1949-10-20;13,6;10,7;19,1;0
"294";1949-10-21;13,6;7,6;19,5;3,7
"295";1949-10-22;10,5;7,4;14,4;0,4
"296";1949-10-23;13,3;9,1;15,8;0,1
"297";1949-10-24;10,6;8,6;14;29,6
"298";1949-10-25;11;7,3;12,8;0,9
"299";1949-10-26;13,6;6,8;16,6;0
"300";1949-10-27;6,9;3,8;12;0
"301";1949-10-28;4,3;-0,2;9,2;0
"302";1949-10-29;3,6;-0,2;7,6;0
"303";1949-10-30;3;1,6;6,7;0
"304";1949-10-31;3,2;1,1;7,1;0
"305";1949-11-01;1;-1,7;6;0
"306";1949-11-02;-0,1;-2,6;4,8;0
"307";1949-11-03;0,2;-5,5;6,4;0
"308";1949-11-04;-1,3;-5,4;6,1;0
"309";1949-11-05;-0,2;-6,2;1,9;0
"310";1949-11-06;0,6;-2,4;5,1;1
"311";1949-11-07;2,6;-0,8;5,1;0,4
"312";1949-11-08;3,4;0,5;6,3;6,1
"313";1949-11-09;5,4;2,9;7,5;2
"314";1949-11-10;7,4;4,2;10,7;3,9
"315";1949-11-11;8,6;4,5;11;2
"316";1949-11-12;10,6;7,1;12,4;5,1
"317";1949-11-13;6,1;4,4;9,8;3,1
"318";1949-11-14;6,2;5,4;7,4;0,4
"319";1949-11-15;6,2;3,3;8,9;0
"320";1949-11-16;5;4,4;6,2;0,1
"321";1949-11-17;4,1;1,3;6,5;0
"322";1949-11-18;1,5;-2;7,7;0
"323";1949-11-19;4,1;-2,6;6,5;0,1
"324";1949-11-20;8,9;2,3;10,3;0
"325";1949-11-21;9,7;5,7;12,8;0,8
"326";1949-11-22;9,7;7,8;12,7;6,3
"327";1949-11-23;6,4;2,9;10,1;0
"328";1949-11-24;5,6;3,9;7,1;0,5
"329";1949-11-25;4;1,4;9,6;0
"330";1949-11-26;3,5;0;6,5;8,8
"331";1949-11-27;4,8;3,8;5,8;3,3
"332";1949-11-28;4,7;4;5,8;1,2
"333";1949-11-29;1,6;-0,9;4,7;0
"334";1949-11-30;2,3;-1,4;3,8;0
"335";1949-12-01;-0,6;-1;2,7;0
"336";1949-12-02;2,4;-1,6;4,1;0,5
"337";1949-12-03;4,2;1;6,3;7,6
"338";1949-12-04;6,4;5,6;8,6;3,8
"339";1949-12-05;5,6;4,1;8,4;3,3
"340";1949-12-06;4,8;1,8;6,3;2,1
"341";1949-12-07;10,5;5,1;11,9;0,5
"342";1949-12-08;11,2;9,1;12,1;3,1
"343";1949-12-09;4,4;2,2;11,7;0,5
"344";1949-12-10;-0,1;-3,4;3,6;0
"345";1949-12-11;2;-1,4;3,7;3
"346";1949-12-12;2,3;1,1;2,6;0,2
"347";1949-12-13;-1,8;-3,6;3;0
"348";1949-12-14;-4,7;-6,6;-1,1;0
"349";1949-12-15;0,2;-5;1,7;17,3
"350";1949-12-16;1,8;1,1;3,9;7
"351";1949-12-17;4;1,2;8;21,8
"352";1949-12-18;3,7;1,6;5,2;5,9
"353";1949-12-19;8,5;3,3;10,4;5,2
"354";1949-12-20;8,7;8,1;9,9;0,2
"355";1949-12-21;7,4;5,9;8,6;0
"356";1949-12-22;1,5;-2,4;7,7;0
"357";1949-12-23;0;-4;0,4;0
"358";1949-12-24;-1,4;-3,4;3,3;0
"359";1949-12-25;0,4;-4,3;1,6;0,2
"360";1949-12-26;6,1;1;8;1,5
"361";1949-12-27;8,9;7,8;9,6;0
"362";1949-12-28;6,3;4,4;9,1;0
"363";1949-12-29;3,5;2,1;5,3;0
"364";1949-12-30;0,3;-1,4;3,6;0
"365";1949-12-31;-0,6;-3;4,4;0
"366";1950-01-01;-2,3;-5,5;0,7;0
"367";1950-01-02;0,4;-5,4;2,2;0,1
"368";1950-01-03;3,6;1,5;6;0
"369";1950-01-04;3,8;2,4;5,1;3
"370";1950-01-05;4,1;1,3;5,9;2,7
"371";1950-01-06;5,6;3,4;7,6;0,2
"372";1950-01-07;4,7;1,6;6,3;0
"373";1950-01-08;1,2;-1,5;8,1;0
"374";1950-01-09;-1,1;-2,1;1,2;0
"375";1950-01-10;2;-3,4;3,3;0
"376";1950-01-11;7,5;2,9;9,8;0
"377";1950-01-12;6,8;4,1;10,7;0
"378";1950-01-13;0;-2,4;5;0
"379";1950-01-14;2,4;-1;3,7;0,2
"380";1950-01-15;5,2;3,7;7,3;0,1
"381";1950-01-16;4,4;3,1;6,1;13
"382";1950-01-17;0,4;-1,4;5,1;0
"383";1950-01-18;-0,4;-2;2;0
"384";1950-01-19;-6,1;-7,4;-2;0
"385";1950-01-20;-5;-8,1;-1,7;0
"386";1950-01-21;-3;-8,5;0,7;0
"387";1950-01-22;-1,2;-3,6;0,1;0
"388";1950-01-23;-4,2;-6,6;-0,5;0
"389";1950-01-24;-5,6;-8,7;-0,8;0
"390";1950-01-25;-4,5;-10;1,4;0
"391";1950-01-26;-1,8;-7,3;1,3;0
"392";1950-01-27;-1,9;-3,3;1,9;0
"393";1950-01-28;-3,7;-5;-0,8;0
"394";1950-01-29;-6,4;-8,8;-1,2;0
"395";1950-01-30;-5,1;-12,2;-2,1;1,5
"396";1950-01-31;-1,3;-5;-0,2;1,6
"397";1950-02-01;0,2;-4,9;5;5,2
"398";1950-02-02;1,3;-2,3;3,8;0
"399";1950-02-03;0,6;-2,7;2,7;4
"400";1950-02-04;2;0,1;3,1;2,6
"401";1950-02-05;5,2;-0,5;8,4;2
"402";1950-02-06;6,5;4,7;10;0,9
"403";1950-02-07;4,2;2,7;6,2;0
"404";1950-02-08;3,8;1,7;4,6;11,9
"405";1950-02-09;2;0,8;4,7;8,4
"406";1950-02-10;10,4;0,4;12,1;5,8
"407";1950-02-11;7,4;5,6;12,8;0
"408";1950-02-12;5,2;3,9;7,7;1,3
"409";1950-02-13;7,4;4,8;10,2;1,9
"410";1950-02-14;3,5;1,7;7;0,6
"411";1950-02-15;5,5;1,1;7,2;2,7
"412";1950-02-16;9,3;7,2;10,5;0
"413";1950-02-17;3,6;0;11,6;0
"414";1950-02-18;3;-1,4;12,4;0
"415";1950-02-19;4,5;-1,6;10,3;0
"416";1950-02-20;7,6;0,6;11;5,5
"417";1950-02-21;5,6;3,5;9,1;0,4
"418";1950-02-22;1,5;-1,2;7;0
"419";1950-02-23;2,3;-4,5;6,7;2,4
"420";1950-02-24;8,2;3,4;10,5;2,3
"421";1950-02-25;7,4;6;8,5;8,3
"422";1950-02-26;1,2;-0,5;7,6;2,4
"423";1950-02-27;-1,6;-3,5;1,7;0
"424";1950-02-28;-2,5;-7,6;3;0
"425";1950-03-01;-2,8;-7,4;3,6;0
"426";1950-03-02;-1,4;-7,4;4,5;0
"427";1950-03-03;-0,4;-5,9;6,6;0
"428";1950-03-04;0,8;-2,5;4;0
"429";1950-03-05;3;-2,2;5,4;0
"430";1950-03-06;6,5;2,5;11,3;0
"431";1950-03-07;4,6;-0,5;13;0,2
"432";1950-03-08;4,6;0,2;11,9;0
"433";1950-03-09;6,6;1,1;12,2;0,5
"434";1950-03-10;6,8;5,1;9,5;0
"435";1950-03-11;3,5;-1,3;6,6;0
"436";1950-03-12;5,6;4,1;9;0
"437";1950-03-13;3,5;-1,9;7,4;0
"438";1950-03-14;3,2;0,4;7,6;0,6
"439";1950-03-15;5,3;2,1;12,2;0
"440";1950-03-16;9,8;0,7;17,3;0
"441";1950-03-17;12,5;4,7;16,7;0,2
"442";1950-03-18;10,2;5,1;16,8;0
"443";1950-03-19;9,2;1,6;15,6;0
"444";1950-03-20;10,4;4;14,8;0
"445";1950-03-21;8,7;5,9;11,5;0,5
"446";1950-03-22;7,4;0,6;15,8;0
"447";1950-03-23;8,4;-0,6;16,9;0,1
"448";1950-03-24;9,7;3,1;14,8;1,9
"449";1950-03-25;7,8;6,4;10,8;0
"450";1950-03-26;9;5,6;14,6;0
"451";1950-03-27;9,4;1,3;17;0
"452";1950-03-28;8,5;4,6;14,7;0
"453";1950-03-29;5,4;0,6;11;0
"454";1950-03-30;5;-2,5;10,2;0
"455";1950-03-31;4,6;-2,3;10,5;0
"456";1950-04-01;6,6;-1,3;10;0,4
"457";1950-04-02;7,2;6,3;9,4;28,6
"458";1950-04-03;7;3,9;10,6;0,6
"459";1950-04-04;5,4;4,8;6,8;0,9
"460";1950-04-05;7;5,1;10,5;0,5
"461";1950-04-06;7,2;2,6;12,3;0
"462";1950-04-07;7,7;-0,8;15,2;0
"463";1950-04-08;13,7;1,1;21,6;0
"464";1950-04-09;8,8;5,8;15,5;2
"465";1950-04-10;7,5;3,7;9;7,2
"466";1950-04-11;7,4;4;11,3;0
"467";1950-04-12;6,9;1,9;10,6;11,5
"468";1950-04-13;5,4;3,2;11,1;1,3
"469";1950-04-14;8,4;0,6;12,7;0,2
"470";1950-04-15;5,2;4,1;8,6;5,2
"471";1950-04-16;6,8;2,9;9,8;0,3
"472";1950-04-17;6,2;0,4;13,4;0
"473";1950-04-18;9,7;-0,1;15,2;0
"474";1950-04-19;11,9;3,6;17,8;0
"475";1950-04-20;11,1;9,7;14;0,6
"476";1950-04-21;14,3;7,1;18,2;5,1
"477";1950-04-22;12;10,1;16,6;0
"478";1950-04-23;9,7;8,9;11,8;0
"479";1950-04-24;6,2;5,1;9,1;10,6
"480";1950-04-25;5,3;2;7,7;0
"481";1950-04-26;6,6;2,3;10,9;6,4
"482";1950-04-27;5,9;3,9;8,9;0,6
"483";1950-04-28;7,6;2;10,3;2,8
"484";1950-04-29;9,6;7,9;12,4;4,1
"485";1950-04-30;11,9;8,5;18;0
"486";1950-05-01;16;5,7;24,1;0
"487";1950-05-02;17;7,7;23,7;0
"488";1950-05-03;11,4;8,6;15,8;2,5
"489";1950-05-04;11,9;4,8;16,6;5,2
"490";1950-05-05;8,6;6,6;12,2;3,5
"491";1950-05-06;11,2;0,6;17,4;0
"492";1950-05-07;12;6,4;18,9;0
"493";1950-05-08;10,6;4,6;16,6;0
"494";1950-05-09;17,2;8,4;23,4;0
"495";1950-05-10;16,4;13,3;23,5;0
"496";1950-05-11;16,7;7,7;22,9;0
"497";1950-05-12;17,2;7,6;24,7;0
"498";1950-05-13;17,2;8,3;25,2;0
"499";1950-05-14;17,5;10,1;24,1;0
"500";1950-05-15;14,2;11,1;20,7;0
"501";1950-05-16;12,4;7,2;20;0
"502";1950-05-17;14,8;5,4;21;7,2
"503";1950-05-18;15,8;13,3;19,8;8,7
"504";1950-05-19;12,9;10,7;18,5;0,1
"505";1950-05-20;17;9,1;22,7;0
"506";1950-05-21;20,6;12,1;27,3;0
"507";1950-05-22;17,4;14,1;22,2;0,6
"508";1950-05-23;18,5;12;26,6;2
"509";1950-05-24;16,6;13,1;22,5;0
"510";1950-05-25;18,5;8,1;25;14,5
"511";1950-05-26;14;11,1;19;12,3
"512";1950-05-27;13,2;11,5;16,3;10,4
"513";1950-05-28;10,4;9,1;14,9;3,6
"514";1950-05-29;13,8;4,7;19,1;0
"515";1950-05-30;15,4;7,9;21,1;0
"516";1950-05-31;16,2;9,1;21;0
"517";1950-06-01;16,2;10,5;22,5;0
"518";1950-06-02;17,2;10,2;24,9;0
"519";1950-06-03;19,1;10,1;26,7;0
"520";1950-06-04;21,2;10,9;28,6;0
"521";1950-06-05;21,8;12,4;29,7;0
"522";1950-06-06;21,6;12,9;30,6;0
"523";1950-06-07;22,4;14,4;31,2;0
"524";1950-06-08;22,5;13,1;31,1;4,9
"525";1950-06-09;17,8;15;22,8;0
"526";1950-06-10;16,2;7,4;22,5;0
"527";1950-06-11;17,6;8,5;23,4;0
"528";1950-06-12;20;9,9;26,9;0
"529";1950-06-13;19,5;13,4;24,8;1
"530";1950-06-14;17,8;15,1;22,8;8
"531";1950-06-15;19,4;14,9;24,9;0,8
"532";1950-06-16;17,2;14,3;22,9;5,6
"533";1950-06-17;17,1;13,3;21,4;18,8
"534";1950-06-18;18,2;13,1;23,6;0
"535";1950-06-19;18,2;12,1;25,2;0
"536";1950-06-20;20,9;11,7;29,3;7,3
"537";1950-06-21;17,1;15,3;19;3,4
"538";1950-06-22;14,3;11,6;19;2,4
"539";1950-06-23;14;12,2;19,4;4,7
"540";1950-06-24;15,9;8,5;20,8;0
"541";1950-06-25;16,1;11,8;21,7;21,6
"542";1950-06-26;18,5;12,1;22,1;0,6
"543";1950-06-27;20,6;16,5;24;0
"544";1950-06-28;20,9;15,4;26;0
"545";1950-06-29;24,1;15,2;30,6;0
"546";1950-06-30;24,2;17,1;32,7;10,3
"547";1950-07-01;21;15,4;25,3;0
"548";1950-07-02;21,1;13,6;27,3;0
"549";1950-07-03;26,6;17,7;32;0
"550";1950-07-04;26,5;19,8;32,7;0
"551";1950-07-05;21;17,4;28,6;0,5
"552";1950-07-06;19,8;16,1;24,9;7,3
"553";1950-07-07;17,7;13,6;22,6;7,5
"554";1950-07-08;18,9;15;24;0
"555";1950-07-09;21,8;12,7;29,3;0
"556";1950-07-10;18,7;15,5;22,7;0
"557";1950-07-11;16,9;12,7;22;5,6
"558";1950-07-12;17,5;13;21,9;0
"559";1950-07-13;18,2;9,9;23,9;0
"560";1950-07-14;17,4;13,8;26,3;16,9
"561";1950-07-15;16,9;12;23,4;0
"562";1950-07-16;20,9;10,1;27,2;0
"563";1950-07-17;18,8;14,4;24,6;0
"564";1950-07-18;19,6;10,9;26,1;0
"565";1950-07-19;20,7;13,4;26;0
"566";1950-07-20;22;15,1;27,5;0
"567";1950-07-21;25,3;16,1;32,6;0
"568";1950-07-22;21,3;17,6;27,1;27,8
"569";1950-07-23;17,2;15,8;22,7;9,3
"570";1950-07-24;17,5;14,3;21;0
"571";1950-07-25;19,2;10,4;24,7;0
"572";1950-07-26;21,4;16,9;27,8;2,5
"573";1950-07-27;17,6;15;23;1,9
"574";1950-07-28;19,4;9,6;25;0
"575";1950-07-29;17,2;13,5;23,7;0
